ID,Yield
ID_F9XXEXN2ADR2,644.2
ID_SO3VW2X4QO93,419.81
ID_UKUQ7JM8E894,512.11
ID_QUISMWEZR2H4,322.16
ID_25JGI455VKCZ,571.95
ID_KQEAOXF3RPV6,366.59
ID_FSNZCPW9HTD2,897.67
ID_U2TOPOA0T40S,313.76
ID_XVQLSUKOT04J,1072.0
ID_EAZAU6IW58PK,167.1
ID_WI17R25TC2VU,359.7
ID_OPR9MJWG40U7,1653.45
ID_P9K9GAHC6FX6,630.19
ID_SCAOUCCTJ75Z,37.08
ID_MUP1OS8GZR5E,2492.6
ID_WVBSZ9VBC9HE,683.99
ID_9MGH1WIKFBNB,393.77
ID_3M2O3EPOM18C,2085.7
ID_K9MOR4N1FWIB,560.39
ID_VJPUPMSQARO5,1148.3
ID_7WIMK3DXIU3Q,1284.15
ID_6QXVH0EUS60J,1231.15
ID_CA9GH6Q53A1Q,231.5
ID_94KO4EQ6TA3S,260.33
ID_2WH3AXUWRS2A,229.1
ID_LBS8TBC6QEF1,316.95
ID_Y3YARETW8RAP,1273.3
ID_BY9JJAIKBRGP,422.51
ID_0U5AM482W1DE,398.6
ID_G0I28ORJC3OP,422.98
ID_Q34ED4EMSA3R,628.64
ID_LN3LXEG984XM,581.69
ID_0JTIPPYRJND0,802.4
ID_2MRD9I2X8UXB,199.2
ID_KH1FHLUW2T4X,247.26
ID_RFM5MWSIU1JX,318.43
ID_IAH2UTMDVU8F,252.55
ID_9SNP46T1GSJI,717.13
ID_DSQ9ISYFW4DB,505.65
ID_B8XYLC3NM6XD,120.41
ID_HOG9LK4CTN8K,454.84
ID_L3RTRS1QIY6D,342.89
ID_03QW4RBYQEBK,431.44
ID_ZJSYN3ZHXK5K,799.45
ID_UPRM76SZ7IJJ,640.71
ID_YB866N9RY5TU,531.18
ID_4H0KNHPKF9BK,201.2
ID_TOIT03A3WTTD,306.66
ID_4P7NKCB6LMJ5,55.25
ID_1TIMGZJLRLWF,634.58
ID_25E6065LQDON,691.66
ID_SOB9B3H12POE,867.25
ID_A8RF0GQGJF5H,846.48
ID_GT36LGF8SM8K,527.58
ID_E9OHGDA3U6DG,455.21
ID_HXWHLMRE99CE,1274.5
ID_3VL9DLFRG5A3,318.52
ID_OKPI3DR2ZQPJ,291.5333333333333
ID_XZO6ECCAOC94,972.15
ID_4X2UWYR6RIE2,799.3
ID_1LVAHN6PZYBS,809.2
ID_HRAJFKTPCNWQ,1988.65
ID_TK4H5NRKHOE8,351.55
ID_9U0UBT1J8152,324.59
ID_3EUKVYT37JOP,237.9
ID_1499QWPPW755,546.83
ID_ULWP3J0G860C,386.165
ID_51FSB3P7RO7F,588.5
ID_FHMVP6OM4GDX,1622.05
ID_2OICAUFVUF5S,225.83
ID_ZGCFHIHAIC5U,418.45
ID_SR592R346POT,1282.9
ID_IW7UUDAW8LI0,394.4
ID_UNWZCF6L3JHJ,437.75
ID_Z4FXX0BNPHCO,1762.69
ID_T18YB26T1R72,407.1
ID_LXZWOINVI194,595.76
ID_QNQJS14C9JJR,1921.6
ID_NTPIQUV3J2G6,824.11
ID_PVQOEEDTISZ0,67.78
ID_PNB65ASGG3U5,325.58
ID_KWPXATBZDX9T,595.44
ID_0G0F9TOR4IMI,1525.35
ID_FVLMABW5Y6X2,907.7
ID_O2PL38IY50T5,358.56
ID_CNG8Z00FPPMP,808.8
ID_641DSHBH8JAF,1209.11
ID_Y14QXUKOFJ4H,324.92
ID_DRP3WZV4BNIE,473.78
ID_TMXV7UW39T80,240.71
ID_0L8O49SS6MQM,505.27
ID_UGTG0XQELY2U,449.67
ID_0YZYA9AXL9Z2,290.36
ID_KNOK4V0IWVUO,155.0
ID_YX4DF17Z25RV,372.88
ID_2YAZXP3AEDVO,302.01
ID_YNACZPCVVI09,1758.93
ID_75GYXJW1DYGX,318.89
ID_YRCMJRFRTU2K,704.71
ID_1L4WBTHTDQMP,549.51
ID_RO0XF0TFLRG6,612.83
ID_NJ7G0SAVDN1Q,390.94
ID_UFPM6MLG1BJK,5.26
ID_ULY51B6WQ9FV,818.7
ID_CR6L4TL2VEEM,229.6
ID_4YRSPS7X1V7Q,400.4
ID_ILQ5YE78E0SD,239.87
ID_WDNXY8YRA10N,406.48
ID_WYK6LRWQ21ML,306.52
ID_EBA4QUGDXB5I,1261.45
ID_2WCWAKQKRA74,661.85
ID_FTSIEXKUER9Y,336.86
ID_64BCOW7PEP3E,89.0
ID_0N5TFB55JBOB,699.1
ID_9AE1OJ45UFJ3,569.2
