ID,Yield
ID_F9XXEXN2ADR2,656.5
ID_SO3VW2X4QO93,412.08
ID_UKUQ7JM8E894,467.03
ID_QUISMWEZR2H4,305.49
ID_25JGI455VKCZ,571.54
ID_KQEAOXF3RPV6,347.81
ID_FSNZCPW9HTD2,894.3
ID_U2TOPOA0T40S,324.15
ID_XVQLSUKOT04J,1224.35
ID_EAZAU6IW58PK,158.8
ID_WI17R25TC2VU,356.81
ID_OPR9MJWG40U7,1639.9
ID_P9K9GAHC6FX6,572.67
ID_SCAOUCCTJ75Z,20.21
ID_MUP1OS8GZR5E,2618.8
ID_WVBSZ9VBC9HE,666.35
ID_9MGH1WIKFBNB,399.86
ID_3M2O3EPOM18C,2180.08
ID_K9MOR4N1FWIB,597.29
ID_VJPUPMSQARO5,1102.74
ID_7WIMK3DXIU3Q,1155.56
ID_6QXVH0EUS60J,1250.4
ID_CA9GH6Q53A1Q,195.89
ID_94KO4EQ6TA3S,252.66
ID_2WH3AXUWRS2A,208.53
ID_LBS8TBC6QEF1,308.74
ID_Y3YARETW8RAP,1126.73
ID_BY9JJAIKBRGP,431.32
ID_0U5AM482W1DE,380.2
ID_G0I28ORJC3OP,448.97
ID_Q34ED4EMSA3R,572.48
ID_LN3LXEG984XM,630.46
ID_0JTIPPYRJND0,754.9
ID_2MRD9I2X8UXB,191.3
ID_KH1FHLUW2T4X,243.67
ID_RFM5MWSIU1JX,339.11
ID_IAH2UTMDVU8F,233.82
ID_9SNP46T1GSJI,659.66
ID_DSQ9ISYFW4DB,482.2
ID_B8XYLC3NM6XD,186.07
ID_HOG9LK4CTN8K,473.46
ID_L3RTRS1QIY6D,325.57
ID_03QW4RBYQEBK,407.1
ID_ZJSYN3ZHXK5K,875.61
ID_UPRM76SZ7IJJ,602.25
ID_YB866N9RY5TU,533.29
ID_4H0KNHPKF9BK,163.18
ID_TOIT03A3WTTD,322.47
ID_4P7NKCB6LMJ5,141.15
ID_1TIMGZJLRLWF,551.66
ID_25E6065LQDON,692.73
ID_SOB9B3H12POE,871.98
ID_A8RF0GQGJF5H,894.47
ID_GT36LGF8SM8K,537.58
ID_E9OHGDA3U6DG,422.1
ID_HXWHLMRE99CE,1118.75
ID_3VL9DLFRG5A3,358.16
ID_OKPI3DR2ZQPJ,311.08
ID_XZO6ECCAOC94,906.3
ID_4X2UWYR6RIE2,642.76
ID_1LVAHN6PZYBS,711.5
ID_HRAJFKTPCNWQ,1952.98
ID_TK4H5NRKHOE8,348.34
ID_9U0UBT1J8152,340.17
ID_3EUKVYT37JOP,233.55
ID_1499QWPPW755,496.17
ID_ULWP3J0G860C,381.35
ID_51FSB3P7RO7F,573.7
ID_FHMVP6OM4GDX,1708.65
ID_2OICAUFVUF5S,220.5
ID_ZGCFHIHAIC5U,411.18
ID_SR592R346POT,1218.05
ID_IW7UUDAW8LI0,385.58
ID_UNWZCF6L3JHJ,410.32
ID_Z4FXX0BNPHCO,518.25
ID_T18YB26T1R72,473.78
ID_LXZWOINVI194,576.07
ID_QNQJS14C9JJR,1847.05
ID_NTPIQUV3J2G6,741.29
ID_PVQOEEDTISZ0,17.4
ID_PNB65ASGG3U5,350.84
ID_KWPXATBZDX9T,510.13
ID_0G0F9TOR4IMI,1475.38
ID_FVLMABW5Y6X2,907.04
ID_O2PL38IY50T5,473.87
ID_CNG8Z00FPPMP,760.2
ID_641DSHBH8JAF,1213.99
ID_Y14QXUKOFJ4H,354.38
ID_DRP3WZV4BNIE,443.52
ID_TMXV7UW39T80,190.96
ID_0L8O49SS6MQM,497.08
ID_UGTG0XQELY2U,432.84
ID_0YZYA9AXL9Z2,265.04
ID_KNOK4V0IWVUO,152.88
ID_YX4DF17Z25RV,392.95
ID_2YAZXP3AEDVO,330.36
ID_YNACZPCVVI09,1872.4
ID_75GYXJW1DYGX,319.45
ID_YRCMJRFRTU2K,507.06
ID_1L4WBTHTDQMP,506.54
ID_RO0XF0TFLRG6,589.57
ID_NJ7G0SAVDN1Q,351.86
ID_UFPM6MLG1BJK,19.7
ID_ULY51B6WQ9FV,801.52
ID_CR6L4TL2VEEM,231.5
ID_4YRSPS7X1V7Q,428.25
ID_ILQ5YE78E0SD,232.59
ID_WDNXY8YRA10N,396.47
ID_WYK6LRWQ21ML,328.38
ID_EBA4QUGDXB5I,1170.25
ID_2WCWAKQKRA74,621.44
ID_FTSIEXKUER9Y,339.18
ID_64BCOW7PEP3E,80.0
ID_0N5TFB55JBOB,708.45
ID_9AE1OJ45UFJ3,515.76
ID_NJWAR6L7X4Q6,770.5
ID_W8U6J9PKGGGI,390.93
ID_WJUUIJMPNLHW,389.15
ID_S7F4L5OW7OKD,781.11
ID_Y0OX05BLLQPI,190.09
ID_XJ7ULGKCALNF,584.18
ID_8NU1PZBDI5C7,1148.1
ID_CPPN31R20CBA,626.88
ID_D20Z6VEJBE6K,17.4
ID_N6RSTF2IR5GL,471.57
ID_DJBLGDPMS85M,19.1
ID_34J19EEKSSHY,880.5
ID_P8MQS1ERUQ9F,236.13
ID_U07HHH2EG6K1,834.0
ID_IKAOSO0CFKYZ,198.83
ID_NHQ2WMFGNBS1,350.31
ID_FRJ3P7XDG7OV,494.26
ID_5N0W8ZFFAIQX,409.82
ID_OFSHZ2KZ1LQ4,19.1
ID_A6C1G6XUATUE,125.75
ID_N99MP1180BJ5,235.44
ID_D5F8SLVPMZKE,143.8
ID_49QTISSSNQ0M,559.76
ID_S1WHDBHNKLYO,311.46
ID_9YE4VBW3W1WJ,423.0
ID_7SWZRG2B52YI,337.19
ID_41XNQZ8M4QXH,374.36
ID_SIB0PJZQMRBO,350.87
ID_M47IW492SXOP,154.03
ID_MTUJW5V02DWQ,783.82
ID_Y108HSDX00WC,869.0
ID_QRD8JCO8QWCF,96.75
ID_RIP1ZN0ST7I3,169.24
ID_BPS356NV28J7,1163.55
ID_0KANA1KYEQKW,174.49
ID_80MMCWDS27VC,1021.06
ID_CH1WWOXBV7L8,368.68
ID_PM7YZSDTN1OI,642.98
ID_FR4XH94DJW50,508.87
ID_D1IDORABBOBP,460.79
ID_0BE8BMWG3A68,516.09
ID_RY2QD5TLB4US,416.6
ID_S8D99RRNCOMC,1185.28
ID_YZLW773BTIA3,362.85
ID_FL8VHWG97QTI,565.12
ID_JVLT86OR9T15,577.23
ID_NBSTAXAZ24X0,1085.53
ID_43VRMQQ5E60F,330.59
ID_HI4ACMU7M13J,430.59
ID_UI96L3AE8YXY,513.84
ID_UXRI6OXKF50S,1093.08
ID_FW06NS2YA7QW,390.65
ID_RA5OO0JVNOUF,411.1
ID_EVGU94YQTZWM,160.2
ID_GHANLFEJN9UW,162.6
ID_HXBFX8X2DD7B,869.55
ID_KUNLQSF5FM19,667.75
ID_7XXH76413XNT,619.45
ID_D58TIQKQLU7Q,408.62
ID_W5CLRPVGFRKH,397.3
ID_A3Y0OIB0BE59,388.02
ID_C74NLELOCNTS,2031.28
ID_2FIGN89QV44C,215.17
ID_QN4PJSV2CGSJ,304.41
ID_V5W6AZBTURWA,421.99
ID_L6E0GOTVHSCD,557.57
ID_Q95BUWXK8RM3,144.31
ID_5TLXCFLTYF1F,472.1
ID_GLBHSYJG9S5B,1338.05
ID_3X3YHRC7IIN9,551.05
ID_5H724YS64665,844.8
ID_U4Z5RN88FCZM,601.68
ID_05TGZGOMI6MF,415.2
ID_0GCZV8RUSZK6,409.42
ID_UV06K1FM1SB5,456.8
ID_RCJZ3PORBWFV,76.94
ID_W1NL5CU9VHQS,419.06
ID_2WIYFQHMJPYD,1226.02
ID_BFFULEU6PVQ9,97.85
ID_JN31K11BXQ0E,318.47
ID_DS40FHVR9R7F,358.09
ID_DNOT9DTVZ6MQ,775.53
ID_Z58PO8MMX8YV,778.9
ID_NEYMBJKFHN1X,466.05
ID_RND7MNSA6LWV,280.33
ID_U407VXC7F9NZ,314.34
ID_ES753BBA75GB,154.6
ID_APRL4BTWWRW9,307.93
ID_S909ZPBZ39II,305.49
ID_YYFP9SWEV0U5,1148.35
ID_25EBTESPBHGZ,683.8
ID_W0W8TG7XRWE3,163.55
ID_0FU2BPIOTMVD,625.96
ID_OF817VW3STNX,476.04
ID_7QATIJ9YSL1K,1820.31
ID_LBPW7URC7BBW,465.05
ID_7WYQ81JCM9V3,159.6
ID_JGSVOGVN6522,578.04
ID_TOUB2GY1ZHXT,605.44
ID_9AJCTSUQG7FZ,545.03
ID_VKOZPEUVSDI8,703.22
ID_UG5GQ68S58OW,424.77
ID_4RB8XK2ZB1IR,928.69
ID_Z3P4T6K6P2ED,178.51
ID_VUGTKX63R5P0,395.03
ID_XMF3Q64FMLBK,490.08
ID_DTWCZ9G9C8WD,913.1
ID_0MNYHJUPIOIT,223.27
ID_ZGAL960JTO3R,756.49
ID_PK835TJNER3I,609.13
ID_KVGPYMSHB2WJ,322.39
ID_OWIQYP0I1HGW,1288.0
ID_7RS2XDILJLBL,418.32
ID_EDCLK08NMF0N,420.45
ID_97Y87C3ANP5B,327.45
ID_D3SKVOTTB4KQ,267.81
ID_APFVFYM11UU0,1803.19
ID_TAIVU9LHBYZ8,452.79
ID_NTR94XDRQIHZ,153.88
ID_8QCOFS2HXOJQ,469.23
ID_7ZZVZZH08UWF,400.31
ID_9NGVV4V11YU2,409.88
ID_5G8RKC18KLXV,447.54
ID_BSVRMHEKDQKD,403.12
ID_6Z12209FUIAT,688.58
ID_IRBHYP3G7UXU,327.94
ID_9PH4KNPDDVWS,778.74
ID_S4G0N1TJEDUG,371.12
ID_OP7NSDQGR6AE,177.36
ID_32RIU94UJDHI,1388.23
ID_85WKQYHE0W5H,777.16
ID_2T4I23J42NUP,439.03
ID_LOJZM912S2TH,482.45
ID_FQAR45VD4PQ5,691.48
ID_RA4Y3ZL70BWO,1212.95
ID_UH3QT7I1O24Q,134.1
ID_P9OZQ56CX2YO,497.23
ID_RB24VMV9FIGM,427.47
ID_XECRIM8DR00Z,1138.21
ID_EYIQ79MA3T5E,721.01
ID_B0QBM2S1R9S7,208.45
ID_1L74BG9P0TKX,790.7
ID_141KG0TOOCJ6,584.88
ID_IMKLSNJKVI4P,298.09
