ID,Yield
ID_F9XXEXN2ADR2,681.8
ID_SO3VW2X4QO93,421.99
ID_UKUQ7JM8E894,487.46
ID_QUISMWEZR2H4,314.65
ID_25JGI455VKCZ,604.08
ID_KQEAOXF3RPV6,389.85
ID_FSNZCPW9HTD2,847.59
ID_U2TOPOA0T40S,294.28
ID_XVQLSUKOT04J,1020.05
ID_EAZAU6IW58PK,169.9
ID_WI17R25TC2VU,331.42
ID_OPR9MJWG40U7,1650.63
ID_P9K9GAHC6FX6,591.3
ID_SCAOUCCTJ75Z,34.36
ID_MUP1OS8GZR5E,2724.85
ID_WVBSZ9VBC9HE,689.4
ID_9MGH1WIKFBNB,386.30333333333334
ID_3M2O3EPOM18C,2177.58
ID_K9MOR4N1FWIB,583.7
ID_VJPUPMSQARO5,1244.45
ID_7WIMK3DXIU3Q,1168.0
ID_6QXVH0EUS60J,1224.35
ID_CA9GH6Q53A1Q,211.92
ID_94KO4EQ6TA3S,252.4
ID_2WH3AXUWRS2A,235.21
ID_LBS8TBC6QEF1,311.5
ID_Y3YARETW8RAP,1257.18
ID_BY9JJAIKBRGP,408.72333333333336
ID_0U5AM482W1DE,426.65
ID_G0I28ORJC3OP,456.35
ID_Q34ED4EMSA3R,625.57
ID_LN3LXEG984XM,556.89
ID_0JTIPPYRJND0,767.72
ID_2MRD9I2X8UXB,200.0
ID_KH1FHLUW2T4X,250.88
ID_RFM5MWSIU1JX,292.18
ID_IAH2UTMDVU8F,248.26
ID_9SNP46T1GSJI,726.28
ID_DSQ9ISYFW4DB,529.89
ID_B8XYLC3NM6XD,184.13
ID_HOG9LK4CTN8K,452.5
ID_L3RTRS1QIY6D,324.92
ID_03QW4RBYQEBK,395.63
ID_ZJSYN3ZHXK5K,829.55
ID_UPRM76SZ7IJJ,649.51
ID_YB866N9RY5TU,534.14
ID_4H0KNHPKF9BK,200.7
ID_TOIT03A3WTTD,301.28
ID_4P7NKCB6LMJ5,42.4
ID_1TIMGZJLRLWF,631.82
ID_25E6065LQDON,683.55
ID_SOB9B3H12POE,863.55
ID_A8RF0GQGJF5H,892.8
ID_GT36LGF8SM8K,537.38
ID_E9OHGDA3U6DG,425.19
ID_HXWHLMRE99CE,1235.45
ID_3VL9DLFRG5A3,318.53
ID_OKPI3DR2ZQPJ,285.0733333333334
ID_XZO6ECCAOC94,957.4
ID_4X2UWYR6RIE2,746.17
ID_1LVAHN6PZYBS,689.4
ID_HRAJFKTPCNWQ,2004.7
ID_TK4H5NRKHOE8,319.3
ID_9U0UBT1J8152,315.54
ID_3EUKVYT37JOP,238.65
ID_1499QWPPW755,755.04
ID_ULWP3J0G860C,385.96654761904773
ID_51FSB3P7RO7F,589.2
ID_FHMVP6OM4GDX,1775.13
ID_2OICAUFVUF5S,221.37
ID_ZGCFHIHAIC5U,437.76
ID_SR592R346POT,1193.6
ID_IW7UUDAW8LI0,409.53
ID_UNWZCF6L3JHJ,417.65
ID_Z4FXX0BNPHCO,1877.75
ID_T18YB26T1R72,404.97
ID_LXZWOINVI194,611.97
ID_QNQJS14C9JJR,1944.45
ID_NTPIQUV3J2G6,776.93
ID_PVQOEEDTISZ0,4.0
ID_PNB65ASGG3U5,321.14
ID_KWPXATBZDX9T,502.55
ID_0G0F9TOR4IMI,1551.0
ID_FVLMABW5Y6X2,926.32
ID_O2PL38IY50T5,374.14
ID_CNG8Z00FPPMP,813.3333333333335
ID_641DSHBH8JAF,1146.91
ID_Y14QXUKOFJ4H,326.45
ID_DRP3WZV4BNIE,666.44
ID_TMXV7UW39T80,227.26
ID_0L8O49SS6MQM,501.01
ID_UGTG0XQELY2U,435.4
ID_0YZYA9AXL9Z2,302.8
ID_KNOK4V0IWVUO,161.9
ID_YX4DF17Z25RV,391.39
ID_2YAZXP3AEDVO,305.83
ID_YNACZPCVVI09,1750.95
ID_75GYXJW1DYGX,323.52
ID_YRCMJRFRTU2K,621.66
ID_1L4WBTHTDQMP,525.65
ID_RO0XF0TFLRG6,621.43
ID_NJ7G0SAVDN1Q,367.26
ID_UFPM6MLG1BJK,4.0
ID_ULY51B6WQ9FV,833.2
ID_CR6L4TL2VEEM,232.1
ID_4YRSPS7X1V7Q,408.17
ID_ILQ5YE78E0SD,236.75
ID_WDNXY8YRA10N,424.46
ID_WYK6LRWQ21ML,308.5
ID_EBA4QUGDXB5I,1202.4
ID_2WCWAKQKRA74,586.56
ID_FTSIEXKUER9Y,328.44
ID_64BCOW7PEP3E,82.6
ID_0N5TFB55JBOB,727.5
ID_9AE1OJ45UFJ3,531.4
ID_NJWAR6L7X4Q6,787.8
ID_W8U6J9PKGGGI,380.8
ID_WJUUIJMPNLHW,358.5
ID_S7F4L5OW7OKD,911.25
ID_Y0OX05BLLQPI,197.5
ID_XJ7ULGKCALNF,613.89
ID_8NU1PZBDI5C7,1220.25
ID_CPPN31R20CBA,649.65
ID_D20Z6VEJBE6K,4.0
ID_N6RSTF2IR5GL,576.25
ID_DJBLGDPMS85M,4.0
ID_34J19EEKSSHY,889.53
ID_P8MQS1ERUQ9F,237.57
ID_U07HHH2EG6K1,842.5
ID_IKAOSO0CFKYZ,196.47
ID_NHQ2WMFGNBS1,322.71
ID_FRJ3P7XDG7OV,564.93
ID_5N0W8ZFFAIQX,483.56
ID_OFSHZ2KZ1LQ4,4.0
ID_A6C1G6XUATUE,53.0
ID_N99MP1180BJ5,239.89
ID_D5F8SLVPMZKE,146.05
ID_49QTISSSNQ0M,604.17
ID_S1WHDBHNKLYO,300.57
ID_9YE4VBW3W1WJ,410.12
ID_7SWZRG2B52YI,325.47
ID_41XNQZ8M4QXH,396.0927777777778
ID_SIB0PJZQMRBO,305.7
ID_M47IW492SXOP,157.35
ID_MTUJW5V02DWQ,819.1
ID_Y108HSDX00WC,1004.9
ID_QRD8JCO8QWCF,97.8
ID_RIP1ZN0ST7I3,95.72
ID_BPS356NV28J7,1173.5
ID_0KANA1KYEQKW,106.75
ID_80MMCWDS27VC,810.7
ID_CH1WWOXBV7L8,364.25
ID_PM7YZSDTN1OI,615.72
ID_FR4XH94DJW50,559.89
ID_D1IDORABBOBP,475.33
ID_0BE8BMWG3A68,503.31
ID_RY2QD5TLB4US,430.13
ID_S8D99RRNCOMC,1510.65
ID_YZLW773BTIA3,338.35
ID_FL8VHWG97QTI,553.21
ID_JVLT86OR9T15,547.97
ID_NBSTAXAZ24X0,721.87
ID_43VRMQQ5E60F,321.57
ID_HI4ACMU7M13J,429.31
ID_UI96L3AE8YXY,572.64
ID_UXRI6OXKF50S,1073.3
ID_FW06NS2YA7QW,405.7
ID_RA5OO0JVNOUF,442.3
ID_EVGU94YQTZWM,162.8
ID_GHANLFEJN9UW,163.9
ID_HXBFX8X2DD7B,939.9
ID_KUNLQSF5FM19,774.7275
ID_7XXH76413XNT,626.18
ID_D58TIQKQLU7Q,416.25
ID_W5CLRPVGFRKH,418.46
ID_A3Y0OIB0BE59,400.9
ID_C74NLELOCNTS,2324.88
ID_2FIGN89QV44C,192.48
ID_QN4PJSV2CGSJ,343.75
ID_V5W6AZBTURWA,427.97
ID_L6E0GOTVHSCD,636.005
ID_Q95BUWXK8RM3,148.41190476190476
ID_5TLXCFLTYF1F,446.89
ID_GLBHSYJG9S5B,1323.81
ID_3X3YHRC7IIN9,566.1
ID_5H724YS64665,854.8
ID_U4Z5RN88FCZM,619.66
ID_05TGZGOMI6MF,415.2
ID_0GCZV8RUSZK6,405.15
ID_UV06K1FM1SB5,518.3
ID_RCJZ3PORBWFV,210.20666666666665
ID_W1NL5CU9VHQS,414.02
ID_2WIYFQHMJPYD,1105.6
ID_BFFULEU6PVQ9,100.0
ID_JN31K11BXQ0E,312.52
ID_DS40FHVR9R7F,360.22
ID_DNOT9DTVZ6MQ,775.7
ID_Z58PO8MMX8YV,803.92
ID_NEYMBJKFHN1X,517.3
ID_RND7MNSA6LWV,324.45
ID_U407VXC7F9NZ,321.85
ID_ES753BBA75GB,159.65
ID_APRL4BTWWRW9,308.52
ID_S909ZPBZ39II,298.818
ID_YYFP9SWEV0U5,1209.8
ID_25EBTESPBHGZ,696.65
ID_W0W8TG7XRWE3,182.4
ID_0FU2BPIOTMVD,717.88
ID_OF817VW3STNX,495.95
ID_7QATIJ9YSL1K,1923.03
ID_LBPW7URC7BBW,513.8
ID_7WYQ81JCM9V3,169.5
ID_JGSVOGVN6522,583.74
ID_TOUB2GY1ZHXT,682.36
ID_9AJCTSUQG7FZ,528.9
ID_VKOZPEUVSDI8,700.0
ID_UG5GQ68S58OW,438.53
ID_4RB8XK2ZB1IR,751.32
ID_Z3P4T6K6P2ED,184.3
ID_VUGTKX63R5P0,404.38
ID_XMF3Q64FMLBK,494.06
ID_DTWCZ9G9C8WD,935.1
ID_0MNYHJUPIOIT,211.75
ID_ZGAL960JTO3R,421.63
ID_PK835TJNER3I,648.51
ID_KVGPYMSHB2WJ,270.05
ID_OWIQYP0I1HGW,1414.3
ID_7RS2XDILJLBL,407.3
ID_EDCLK08NMF0N,401.7
ID_97Y87C3ANP5B,322.66
ID_D3SKVOTTB4KQ,261.87
ID_APFVFYM11UU0,1800.0
ID_TAIVU9LHBYZ8,680.38
ID_NTR94XDRQIHZ,157.21
ID_8QCOFS2HXOJQ,444.45
ID_7ZZVZZH08UWF,440.05
ID_9NGVV4V11YU2,399.62
ID_5G8RKC18KLXV,1569.85
ID_BSVRMHEKDQKD,459.04
ID_6Z12209FUIAT,717.45
ID_IRBHYP3G7UXU,311.63
ID_9PH4KNPDDVWS,790.51
ID_S4G0N1TJEDUG,369.53
ID_OP7NSDQGR6AE,123.16
ID_32RIU94UJDHI,1415.0
ID_85WKQYHE0W5H,802.5
ID_2T4I23J42NUP,416.33
ID_LOJZM912S2TH,470.26
ID_FQAR45VD4PQ5,726.0
ID_RA4Y3ZL70BWO,1216.3
ID_UH3QT7I1O24Q,163.68
ID_P9OZQ56CX2YO,510.34
ID_RB24VMV9FIGM,421.59
ID_XECRIM8DR00Z,1136.25
ID_EYIQ79MA3T5E,710.4199999999998
ID_B0QBM2S1R9S7,208.02
ID_1L74BG9P0TKX,836.95
ID_141KG0TOOCJ6,702.41
ID_IMKLSNJKVI4P,287.6
ID_253P6J7D92PW,425.45
ID_PCC17RCZX06S,310.91
ID_7MUPVDZE1ZWB,1449.1
ID_O994OZU1NP7E,594.99
ID_RFVKSMVILY31,501.95
ID_MTR7TTJ5LSBE,193.35
ID_87QM8DS5HSU7,1328.5
ID_8KXPBLV53NZK,593.0
ID_LQVS4LC3YRMB,516.59
ID_ISVACTKT5MAA,386.6
ID_C64B9DUNSCM1,195.4
ID_ZXAE37OWUMFI,412.82
ID_L7Y4MKY66OSL,600.74
ID_TZ1FUOUR0Y8X,1316.12
ID_D7HMR45HU1ZW,425.65
ID_UCZXI2H7S2YD,238.26
ID_7TU75PUQP312,1904.68
ID_4ULCEP364DAF,537.45
ID_8EOY07K5LOC4,344.52
ID_NK47MAUWJ8Z5,163.3
ID_8ZCGIWU6GZLO,293.85
ID_SNIWSZ237UOD,309.51
ID_7LDSCZ2OPT0K,517.3
ID_TK2TH4JSJ1KB,146.48
ID_UUXFZKSR58SC,301.05
ID_EVACECC6XIW9,1774.0
ID_U2LSES0Y4I3C,1558.0
ID_NEGU2TDNC4Y0,110.0
ID_WCBHSOBP51H1,187.75
ID_SVRQ4NGZFMMP,773.5
ID_5TBBUKHYJ1KI,656.71
ID_4AOR8R30LNOD,468.77
ID_5XOUKBLNO7AC,511.78
ID_IQZTM1J018FS,810.9833333333335
