ID,Yield
ID_F9XXEXN2ADR2,612.54
ID_SO3VW2X4QO93,406.95
ID_UKUQ7JM8E894,511.13
ID_QUISMWEZR2H4,334.95
ID_25JGI455VKCZ,554.35
ID_KQEAOXF3RPV6,419.04
ID_FSNZCPW9HTD2,913.97
ID_U2TOPOA0T40S,335.27
ID_XVQLSUKOT04J,1266.05
ID_EAZAU6IW58PK,162.35
ID_WI17R25TC2VU,338.5275
ID_OPR9MJWG40U7,1582.58
ID_P9K9GAHC6FX6,626.52
ID_SCAOUCCTJ75Z,25.86
ID_MUP1OS8GZR5E,2857.8
ID_WVBSZ9VBC9HE,719.61
ID_9MGH1WIKFBNB,398.63
ID_3M2O3EPOM18C,1948.1
ID_K9MOR4N1FWIB,708.36
ID_VJPUPMSQARO5,1040.18
ID_7WIMK3DXIU3Q,1209.76
ID_6QXVH0EUS60J,1260.4
ID_CA9GH6Q53A1Q,220.02
ID_94KO4EQ6TA3S,253.38
ID_2WH3AXUWRS2A,248.61
ID_LBS8TBC6QEF1,280.17
ID_Y3YARETW8RAP,1290.6
ID_BY9JJAIKBRGP,484.73
ID_0U5AM482W1DE,440.0
ID_G0I28ORJC3OP,411.58
ID_Q34ED4EMSA3R,675.78
ID_LN3LXEG984XM,585.81
ID_0JTIPPYRJND0,774.1
ID_2MRD9I2X8UXB,190.25
ID_KH1FHLUW2T4X,262.81
ID_RFM5MWSIU1JX,335.67
ID_IAH2UTMDVU8F,233.77
ID_9SNP46T1GSJI,733.69
ID_DSQ9ISYFW4DB,467.06
ID_B8XYLC3NM6XD,111.3
ID_HOG9LK4CTN8K,449.74
ID_L3RTRS1QIY6D,300.91
ID_03QW4RBYQEBK,391.84
ID_ZJSYN3ZHXK5K,744.8366666666666
ID_UPRM76SZ7IJJ,699.46
ID_YB866N9RY5TU,552.26
ID_4H0KNHPKF9BK,182.6
ID_TOIT03A3WTTD,355.29
ID_4P7NKCB6LMJ5,71.72
ID_1TIMGZJLRLWF,558.82
ID_25E6065LQDON,787.2
ID_SOB9B3H12POE,855.51
ID_A8RF0GQGJF5H,882.35
ID_GT36LGF8SM8K,542.52
ID_E9OHGDA3U6DG,392.89
ID_HXWHLMRE99CE,1258.5
ID_3VL9DLFRG5A3,302.45
ID_OKPI3DR2ZQPJ,315.83
ID_XZO6ECCAOC94,858.9
ID_4X2UWYR6RIE2,959.78
ID_1LVAHN6PZYBS,899.6
ID_HRAJFKTPCNWQ,1980.1
ID_TK4H5NRKHOE8,353.08
ID_9U0UBT1J8152,375.87
ID_3EUKVYT37JOP,245.09
ID_1499QWPPW755,578.14
ID_ULWP3J0G860C,405.95
ID_51FSB3P7RO7F,581.26
ID_FHMVP6OM4GDX,1793.6
ID_2OICAUFVUF5S,249.43
ID_ZGCFHIHAIC5U,416.02
ID_SR592R346POT,1247.27
ID_IW7UUDAW8LI0,379.72
ID_UNWZCF6L3JHJ,430.98
ID_Z4FXX0BNPHCO,992.75
ID_T18YB26T1R72,400.92
ID_LXZWOINVI194,598.87
ID_QNQJS14C9JJR,1764.35
ID_NTPIQUV3J2G6,795.9
ID_PVQOEEDTISZ0,15.84
ID_PNB65ASGG3U5,350.3575
ID_KWPXATBZDX9T,489.68
ID_0G0F9TOR4IMI,1424.35
ID_FVLMABW5Y6X2,935.0
ID_O2PL38IY50T5,448.1
ID_CNG8Z00FPPMP,833.65
ID_641DSHBH8JAF,1335.25
ID_Y14QXUKOFJ4H,347.88833333333326
ID_DRP3WZV4BNIE,508.98
ID_TMXV7UW39T80,226.19
ID_0L8O49SS6MQM,530.99
ID_UGTG0XQELY2U,404.1
