ID,Yield
ID_F9XXEXN2ADR2,660.32
ID_SO3VW2X4QO93,417.37
ID_UKUQ7JM8E894,517.98
ID_QUISMWEZR2H4,326.66
ID_25JGI455VKCZ,931.71
ID_KQEAOXF3RPV6,380.21
ID_FSNZCPW9HTD2,1100.23
ID_U2TOPOA0T40S,269.36
ID_XVQLSUKOT04J,1191.25
ID_EAZAU6IW58PK,167.93
ID_WI17R25TC2VU,332.06
ID_OPR9MJWG40U7,1676.6
ID_P9K9GAHC6FX6,629.16
ID_SCAOUCCTJ75Z,5.62
ID_MUP1OS8GZR5E,2794.4
ID_WVBSZ9VBC9HE,659.17
ID_9MGH1WIKFBNB,378.2566666666667
ID_3M2O3EPOM18C,2177.4
ID_K9MOR4N1FWIB,625.85
ID_VJPUPMSQARO5,1385.25
ID_7WIMK3DXIU3Q,1306.63
ID_6QXVH0EUS60J,1231.5
ID_CA9GH6Q53A1Q,219.07
ID_94KO4EQ6TA3S,259.0
ID_2WH3AXUWRS2A,196.48
ID_LBS8TBC6QEF1,327.76
ID_Y3YARETW8RAP,1282.0
ID_BY9JJAIKBRGP,441.27
ID_0U5AM482W1DE,392.35
ID_G0I28ORJC3OP,446.77
ID_Q34ED4EMSA3R,623.95
ID_LN3LXEG984XM,651.62
ID_0JTIPPYRJND0,763.0
ID_2MRD9I2X8UXB,199.1
ID_KH1FHLUW2T4X,251.62
ID_RFM5MWSIU1JX,244.19333333333336
ID_IAH2UTMDVU8F,248.83
ID_9SNP46T1GSJI,740.34
ID_DSQ9ISYFW4DB,488.39
ID_B8XYLC3NM6XD,164.55
ID_HOG9LK4CTN8K,493.72
ID_L3RTRS1QIY6D,276.62
ID_03QW4RBYQEBK,399.06
ID_ZJSYN3ZHXK5K,1211.15
ID_UPRM76SZ7IJJ,668.03
ID_YB866N9RY5TU,542.02
ID_4H0KNHPKF9BK,178.11333333333332
ID_TOIT03A3WTTD,299.74
ID_4P7NKCB6LMJ5,29.9
ID_1TIMGZJLRLWF,629.6
ID_25E6065LQDON,695.59
ID_SOB9B3H12POE,903.11
ID_A8RF0GQGJF5H,870.3
ID_GT36LGF8SM8K,526.37
ID_E9OHGDA3U6DG,436.23
ID_HXWHLMRE99CE,1249.7
ID_3VL9DLFRG5A3,319.72
ID_OKPI3DR2ZQPJ,246.46466666666663
ID_XZO6ECCAOC94,1144.15
ID_4X2UWYR6RIE2,803.0
ID_1LVAHN6PZYBS,942.25
ID_HRAJFKTPCNWQ,2024.6
ID_TK4H5NRKHOE8,346.05
ID_9U0UBT1J8152,323.49
ID_3EUKVYT37JOP,240.95
ID_1499QWPPW755,489.06
ID_ULWP3J0G860C,380.1916666666667
ID_51FSB3P7RO7F,571.69
ID_FHMVP6OM4GDX,1759.93
ID_2OICAUFVUF5S,222.42
ID_ZGCFHIHAIC5U,420.63
ID_SR592R346POT,1216.05
ID_IW7UUDAW8LI0,394.33
ID_UNWZCF6L3JHJ,445.13
ID_Z4FXX0BNPHCO,614.24
ID_T18YB26T1R72,463.12
ID_LXZWOINVI194,612.14
ID_QNQJS14C9JJR,1871.05
ID_NTPIQUV3J2G6,787.81
ID_PVQOEEDTISZ0,4.0
ID_PNB65ASGG3U5,321.79
ID_KWPXATBZDX9T,533.97
ID_0G0F9TOR4IMI,1536.0
ID_FVLMABW5Y6X2,975.46
ID_O2PL38IY50T5,523.23
ID_CNG8Z00FPPMP,753.5
ID_641DSHBH8JAF,1287.16
ID_Y14QXUKOFJ4H,324.05
ID_DRP3WZV4BNIE,415.45
ID_TMXV7UW39T80,232.7
ID_0L8O49SS6MQM,521.99
ID_UGTG0XQELY2U,442.28
ID_0YZYA9AXL9Z2,295.0
ID_KNOK4V0IWVUO,165.08
ID_YX4DF17Z25RV,387.46
ID_2YAZXP3AEDVO,305.91
ID_YNACZPCVVI09,1841.6
ID_75GYXJW1DYGX,324.66
ID_YRCMJRFRTU2K,517.01
ID_1L4WBTHTDQMP,544.01
ID_RO0XF0TFLRG6,659.5
ID_NJ7G0SAVDN1Q,349.5
ID_UFPM6MLG1BJK,4.0
ID_ULY51B6WQ9FV,887.9
ID_CR6L4TL2VEEM,235.93
ID_4YRSPS7X1V7Q,427.85
ID_ILQ5YE78E0SD,246.08
ID_WDNXY8YRA10N,405.79
ID_WYK6LRWQ21ML,240.2
ID_EBA4QUGDXB5I,1277.2
ID_2WCWAKQKRA74,613.37
ID_FTSIEXKUER9Y,285.58
ID_64BCOW7PEP3E,81.93
ID_0N5TFB55JBOB,713.3
ID_9AE1OJ45UFJ3,545.7
ID_NJWAR6L7X4Q6,776.2
ID_W8U6J9PKGGGI,380.55
ID_WJUUIJMPNLHW,407.63
ID_S7F4L5OW7OKD,878.35
ID_Y0OX05BLLQPI,200.5
ID_XJ7ULGKCALNF,587.08
ID_8NU1PZBDI5C7,1272.3
ID_CPPN31R20CBA,670.15
ID_D20Z6VEJBE6K,4.0
ID_N6RSTF2IR5GL,558.73
ID_DJBLGDPMS85M,4.0
ID_34J19EEKSSHY,887.66
ID_P8MQS1ERUQ9F,240.69
ID_U07HHH2EG6K1,845.2
