ID,Yield
ID_F9XXEXN2ADR2,653.6
ID_SO3VW2X4QO93,417.51
ID_UKUQ7JM8E894,519.04
ID_QUISMWEZR2H4,322.96
ID_25JGI455VKCZ,581.89
ID_KQEAOXF3RPV6,369.99
ID_FSNZCPW9HTD2,903.41
ID_U2TOPOA0T40S,310.0
ID_XVQLSUKOT04J,1104.85
ID_EAZAU6IW58PK,164.8
ID_WI17R25TC2VU,349.74
ID_OPR9MJWG40U7,1674.4
ID_P9K9GAHC6FX6,625.49
ID_SCAOUCCTJ75Z,40.63
ID_MUP1OS8GZR5E,2885.2
ID_WVBSZ9VBC9HE,683.3
ID_9MGH1WIKFBNB,386.1
ID_3M2O3EPOM18C,2141.0
ID_K9MOR4N1FWIB,576.71
ID_VJPUPMSQARO5,1181.2
ID_7WIMK3DXIU3Q,1272.95
ID_6QXVH0EUS60J,1237.65
ID_CA9GH6Q53A1Q,235.48
ID_94KO4EQ6TA3S,256.68
ID_2WH3AXUWRS2A,229.76
ID_LBS8TBC6QEF1,319.6
ID_Y3YARETW8RAP,1266.8
ID_BY9JJAIKBRGP,418.31
ID_0U5AM482W1DE,394.25
ID_G0I28ORJC3OP,425.35
ID_Q34ED4EMSA3R,645.96
ID_LN3LXEG984XM,601.56
ID_0JTIPPYRJND0,740.5
ID_2MRD9I2X8UXB,199.75
ID_KH1FHLUW2T4X,248.83
ID_RFM5MWSIU1JX,312.53
ID_IAH2UTMDVU8F,255.54
ID_9SNP46T1GSJI,725.81
ID_DSQ9ISYFW4DB,508.14
ID_B8XYLC3NM6XD,153.39
ID_HOG9LK4CTN8K,459.39
ID_L3RTRS1QIY6D,317.78
ID_03QW4RBYQEBK,420.54
ID_ZJSYN3ZHXK5K,796.55
ID_UPRM76SZ7IJJ,642.17
ID_YB866N9RY5TU,538.9
ID_4H0KNHPKF9BK,198.8
ID_TOIT03A3WTTD,304.68
ID_4P7NKCB6LMJ5,45.32
ID_1TIMGZJLRLWF,639.68
ID_25E6065LQDON,680.44
ID_SOB9B3H12POE,881.8
ID_A8RF0GQGJF5H,880.3
ID_GT36LGF8SM8K,526.86
ID_E9OHGDA3U6DG,453.65
ID_HXWHLMRE99CE,1250.15
ID_3VL9DLFRG5A3,316.8
ID_OKPI3DR2ZQPJ,297.47
ID_XZO6ECCAOC94,967.8
ID_4X2UWYR6RIE2,798.64
ID_1LVAHN6PZYBS,896.68
ID_HRAJFKTPCNWQ,2006.85
ID_TK4H5NRKHOE8,361.25
ID_9U0UBT1J8152,322.78
ID_3EUKVYT37JOP,238.5
ID_1499QWPPW755,533.88
ID_ULWP3J0G860C,369.03
ID_51FSB3P7RO7F,603.41
ID_FHMVP6OM4GDX,1671.03
ID_2OICAUFVUF5S,223.7
ID_ZGCFHIHAIC5U,416.75
ID_SR592R346POT,1274.8
ID_IW7UUDAW8LI0,405.05
ID_UNWZCF6L3JHJ,437.25
ID_Z4FXX0BNPHCO,2151.64
ID_T18YB26T1R72,399.94
ID_LXZWOINVI194,601.95
ID_QNQJS14C9JJR,1909.85
ID_NTPIQUV3J2G6,851.21
ID_PVQOEEDTISZ0,5.16
ID_PNB65ASGG3U5,324.69
ID_KWPXATBZDX9T,524.77
ID_0G0F9TOR4IMI,1507.65
ID_FVLMABW5Y6X2,917.05
ID_O2PL38IY50T5,370.61
ID_CNG8Z00FPPMP,798.2
ID_641DSHBH8JAF,1185.35
ID_Y14QXUKOFJ4H,325.1913333333333
ID_DRP3WZV4BNIE,490.38
ID_TMXV7UW39T80,235.75
ID_0L8O49SS6MQM,500.88
ID_UGTG0XQELY2U,450.73
ID_0YZYA9AXL9Z2,295.75
ID_KNOK4V0IWVUO,152.7
ID_YX4DF17Z25RV,389.25
ID_2YAZXP3AEDVO,305.08
ID_YNACZPCVVI09,1754.2
ID_75GYXJW1DYGX,319.42
ID_YRCMJRFRTU2K,764.41
ID_1L4WBTHTDQMP,551.31
ID_RO0XF0TFLRG6,620.13
ID_NJ7G0SAVDN1Q,396.79
ID_UFPM6MLG1BJK,5.26
ID_ULY51B6WQ9FV,804.91
ID_CR6L4TL2VEEM,229.65
ID_4YRSPS7X1V7Q,401.27
ID_ILQ5YE78E0SD,237.235
ID_WDNXY8YRA10N,403.56
ID_WYK6LRWQ21ML,296.8
ID_EBA4QUGDXB5I,1259.65
ID_2WCWAKQKRA74,678.08
ID_FTSIEXKUER9Y,331.95
ID_64BCOW7PEP3E,87.59
ID_0N5TFB55JBOB,693.6
ID_9AE1OJ45UFJ3,572.27
ID_NJWAR6L7X4Q6,696.1
ID_W8U6J9PKGGGI,380.2
ID_WJUUIJMPNLHW,408.57
ID_S7F4L5OW7OKD,877.4
ID_Y0OX05BLLQPI,199.0
ID_XJ7ULGKCALNF,610.03
ID_8NU1PZBDI5C7,1201.6
ID_CPPN31R20CBA,669.56
ID_D20Z6VEJBE6K,5.16
ID_N6RSTF2IR5GL,591.75
ID_DJBLGDPMS85M,5.16
ID_34J19EEKSSHY,878.75
ID_P8MQS1ERUQ9F,237.75666666666663
ID_U07HHH2EG6K1,820.1
ID_IKAOSO0CFKYZ,216.95
ID_NHQ2WMFGNBS1,325.3233333333333
ID_FRJ3P7XDG7OV,544.24
ID_5N0W8ZFFAIQX,460.06
ID_OFSHZ2KZ1LQ4,5.16
ID_A6C1G6XUATUE,78.9
ID_N99MP1180BJ5,243.77
ID_D5F8SLVPMZKE,136.39
ID_49QTISSSNQ0M,622.75
ID_S1WHDBHNKLYO,325.45
ID_9YE4VBW3W1WJ,419.55
ID_7SWZRG2B52YI,295.45
ID_41XNQZ8M4QXH,362.72571428571433
ID_SIB0PJZQMRBO,302.65
ID_M47IW492SXOP,157.14
ID_MTUJW5V02DWQ,802.31
ID_Y108HSDX00WC,998.45
ID_QRD8JCO8QWCF,97.75
ID_RIP1ZN0ST7I3,84.23
ID_BPS356NV28J7,1179.1
ID_0KANA1KYEQKW,103.45
ID_80MMCWDS27VC,2504.72
ID_CH1WWOXBV7L8,382.11
ID_PM7YZSDTN1OI,645.41
ID_FR4XH94DJW50,585.83
ID_D1IDORABBOBP,451.45
ID_0BE8BMWG3A68,534.4
ID_RY2QD5TLB4US,442.83
ID_S8D99RRNCOMC,1369.9
ID_YZLW773BTIA3,342.13
ID_FL8VHWG97QTI,756.07
ID_JVLT86OR9T15,680.46
ID_NBSTAXAZ24X0,793.87
ID_43VRMQQ5E60F,313.68
ID_HI4ACMU7M13J,439.94
ID_UI96L3AE8YXY,570.02
ID_UXRI6OXKF50S,1064.4
ID_FW06NS2YA7QW,387.82
ID_RA5OO0JVNOUF,565.97
ID_EVGU94YQTZWM,152.78
ID_GHANLFEJN9UW,153.04
ID_HXBFX8X2DD7B,1016.35
ID_KUNLQSF5FM19,651.26
